date,aluminum,copper,zinc,tin,lead,steel,oil,gas,dxy,usdcny,eurusd,brlusd,msci_em,xlb,pick,fxi,alcoa,century_aluminum,hindalco,alum_pct,aluminum_usdton,copper_usdton,zinc_usdton,tin_usdton,lead_usdton
2020-08-24,14.481212615966797,1741.0,5.618599891662598,45.130001068115234,9.239999771118164,93.30000305175781,39.994388580322266,1.1798018217086792,39.66783142089844,2.922499895095825,185.59701538085938,2.513000011444092,22.26150131225586,13.015003204345703,6.918499946594238,57.03040313720703,72.06521606445312,139.515625,3431.280029296875,-0.004629608897194326,1448.1212615966797,38382.434199999996,561.8599891662598,4513.000106811523,923.9999771118164
2020-08-25,14.414170265197754,1745.5,5.610599994659424,45.86000061035156,9.319999694824219,93.0199966430664,40.396392822265625,1.1794538497924805,39.827857971191406,2.930999994277954,183.67669677734375,2.489000082015991,22.03816795349121,13.015003204345703,6.918900012969971,56.804012298583984,71.97260284423828,139.3125,3443.6201171875,-0.004629608897194326,1441.4170265197754,38481.6421,561.0599994659424,4586.000061035156,931.9999694824219
2020-08-26,14.433323860168457,1744.75,5.507400035858154,45.63999938964844,9.319999694824219,93.01000213623047,40.50358963012695,1.183501958847046,39.75674057006836,2.9595000743865967,185.78904724121094,2.4609999656677246,22.157812118530273,13.015003204345703,6.911900043487549,57.40166473388672,72.00963592529297,139.3125,3478.72998046875,0.0013288031581635273,1443.3323860168457,38465.10745,550.7400035858154,4563.999938964844,931.9999694824219
2020-08-27,14.213040351867676,1746.25,5.6072001457214355,45.09000015258789,9.289999961853027,93.01000213623047,40.16412353515625,1.1842728853225708,39.67672348022461,2.9649999141693115,187.1332244873047,2.5789999961853027,21.94245147705078,13.015003204345703,6.884900093078613,57.247711181640625,72.26888275146484,138.96875,3484.550048828125,-0.0152621468509202,1421.3040351867676,38498.17674999999,560.7200145721436,4509.000015258789,928.9999961853027
2020-08-28,14.481212615966797,1777.25,5.568699836730957,45.04999923706055,9.899999618530273,92.37000274658203,40.691192626953125,1.1819632053375244,39.996768951416016,2.994999885559082,186.07708740234375,2.6570000648498535,22.3492374420166,13.015003204345703,6.889200210571289,57.926876068115234,72.95409393310547,139.25,3508.010009765625,0.018868043533267098,1448.1212615966797,39181.60895,556.8699836730957,4504.999923706055,989.9999618530273
2020-08-31,14.002333641052246,1777.25,5.389999866485596,45.279998779296875,9.869999885559082,92.13999938964844,39.7889289855957,1.1918240785598755,39.08107376098633,3.0409998893737793,177.8677978515625,2.630000114440918,22.181737899780273,13.015003204345703,6.8643999099731445,57.0394401550293,72.04668426513672,139.40625,3500.31005859375,-0.03306898307580575,1400.2333641052246,39181.60895,538.9999866485596,4527.9998779296875,986.9999885559082
2020-09-01,14.45248031616211,1793.0,5.490900039672852,45.58000183105469,10.170000076293945,92.33999633789062,40.46786117553711,1.193901538848877,39.587825775146484,3.009500026702881,186.3170928955078,2.5269999504089355,22.57257080078125,13.015003204345703,6.847700119018555,58.642234802246094,72.77816009521484,139.578125,3526.64990234375,0.03214797523393642,1445.248031616211,39528.836599999995,549.0900039672852,4558.000183105469,1017.0000076293945
2020-09-02,14.050224304199219,1770.25,5.397299766540527,44.43000030517578,10.319999694824219,92.8499984741211,40.360660552978516,1.1923214197158813,39.42779541015625,3.003000020980835,188.38145446777344,2.4860000610351562,22.69221305847168,13.015003204345703,6.827499866485596,59.9733772277832,73.98187255859375,139.703125,3580.840087890625,-0.02783300880977857,1405.0224304199219,39027.28555,539.7299766540527,4443.000030517578,1031.9999694824219
2020-09-03,13.62881088256836,1762.5,5.338699817657471,44.06999969482422,10.149999618530273,92.73999786376953,39.59239959716797,1.184735894203186,38.61880111694336,2.9579999446868896,185.293212890625,2.486999988555908,21.94245147705078,13.015003204345703,6.837299823760986,58.31624984741211,71.90778350830078,139.921875,3455.06005859375,-0.029993359003166242,1362.881088256836,38856.4275,533.8699817657471,4406.999969482422,1014.9999618530273
2020-09-04,13.791629791259766,1769.25,5.289899826049805,42.65999984741211,9.819999694824219,92.72000122070312,39.610267639160156,1.1839784383773804,38.76103973388672,3.0464999675750732,181.7224578857422,2.5880000591278076,22.27745246887207,13.015003204345703,6.845799922943115,58.352474212646484,72.0744400024414,139.203125,3426.9599609375,0.011946670189668218,1379.1629791259766,39005.239349999996,528.9899826049805,4265.999984741211,981.9999694824219
2020-09-07,13.710220336914062,1775.375,5.301000118255615,41.21999931335449,9.619999885559082,93.10000228881836,39.266334533691406,1.183445930480957,38.36098098754883,3.0295000076293945,180.95042419433594,2.4940000772476196,22.10596466064453,13.015003204345703,6.8414998054504395,57.80462646484375,71.39851379394531,139.3828125,3379.4000244140625,0.0,1371.0220336914062,39140.272325,530.1000118255615,4121.999931335449,961.9999885559082
2020-09-08,13.62881088256836,1781.5,5.298299789428711,39.779998779296875,9.420000076293945,93.4800033569336,38.922401428222656,1.1821727752685547,37.96092224121094,3.012500047683716,173.9536590576172,2.4000000953674316,21.934476852416992,13.015003204345703,6.829500198364258,57.256778717041016,70.72258758544922,139.5625,3331.840087890625,-0.011805632195448723,1362.881088256836,39275.3053,529.8299789428711,3977.9998779296875,942.0000076293945
2020-09-09,13.504305839538574,1766.0,5.360599994659424,40.790000915527344,9.4399995803833,93.26000213623047,39.5030632019043,1.177024483680725,38.2187385559082,3.0399999618530273,176.41458129882812,2.4059998989105225,22.41304588317871,13.015003204345703,6.845099925994873,58.732791900634766,71.815185546875,139.46875,3398.9599609375,-0.009135429649921312,1350.4305839538574,38933.589199999995,536.0599994659424,4079.0000915527344,943.9999580383301
2020-09-10,13.19782543182373,1775.5,5.308499813079834,40.060001373291016,9.579999923706055,93.33999633789062,38.868797302246094,1.1806375980377197,37.463077545166016,2.986999988555908,170.47940063476562,2.322999954223633,22.03816795349121,13.015003204345703,6.8317999839782715,58.18041229248047,70.89851379394531,139.59375,3339.18994140625,-0.022695013824221566,1319.782543182373,39143.028099999996,530.8499813079834,4006.0001373291016,957.9999923706055
2020-09-11,13.389375686645508,1764.5,5.320499897003174,39.83000183105469,9.6899995803833,93.33000183105469,39.24399948120117,1.1824384927749634,37.82756805419922,3.0339999198913574,172.40953063964844,2.2690000534057617,22.476858139038086,13.015003204345703,6.8333001136779785,58.92295455932617,71.86148071289062,139.765625,3340.969970703125,0.014513773940356467,1338.9375686645508,38900.5199,532.0499897003174,3983.0001831054688,968.9999580383301
2020-09-14,13.456416130065918,1786.5,5.316199779510498,39.61000061035156,10.510000228881836,93.06999969482422,39.878257751464844,1.1842728853225708,38.08538818359375,3.066499948501587,169.6591033935547,2.309999942779541,22.771976470947266,13.015003204345703,6.833399772644043,59.77415466308594,72.8337173461914,139.734375,3383.5400390625,0.005006988002231871,1345.6416130065918,39385.53629999999,531.6199779510498,3961.0000610351562,1051.0000228881836
